fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,units_from_shipment_data
LGB3,DSD1,92007,dim1,2021-05-12 23:59:59,2.69,not_defined,0,"['r13', 'r970', 'r7066']",5,2021-05-11 12:00:00,5.0
LGB3,DSD2,92008,dim1,2021-05-12 23:59:59,2.6,not_defined,0,"['r999', 'r7599', 'r7719']",3,2021-05-11 00:00:00,3.0
LGB3,DSD2,92008,dim1,2021-05-12 23:59:59,2.6,not_defined,0,"['r999', 'r7719']",13,2021-05-11 05:00:00,13.0
LGB3,DSD1,92009,dim1,2021-05-12 23:59:59,2.64,not_defined,0,"['r0', 'r13', 'r971', 'r6767', 'r7067']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92009,dim1,2021-05-12 23:59:59,2.64,not_defined,0,"['r0', 'r13', 'r971', 'r7067']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92009,dim1,2021-05-12 23:59:59,2.64,not_defined,0,"['r13', 'r971', 'r7067']",2,2021-05-11 12:00:00,2.0
LGB3,DSD2,92010,dim1,2021-05-12 23:59:59,2.6,not_defined,0,"['r1000', 'r7600', 'r7720']",2,2021-05-11 00:00:00,2.0
LGB3,DSD2,92010,dim1,2021-05-12 23:59:59,2.6,not_defined,0,"['r1000', 'r7720']",7,2021-05-11 05:00:00,7.0
LGB3,DSD2,92011,dim1,2021-05-12 23:59:59,2.64,not_defined,0,"['r1001', 'r7601', 'r7721']",2,2021-05-11 00:00:00,2.0
LGB3,DSD2,92011,dim1,2021-05-12 23:59:59,2.64,not_defined,0,"['r1001', 'r7721']",10,2021-05-11 05:00:00,10.0
LGB3,DSD1,92014,dim1,2021-05-12 23:59:59,2.74,not_defined,0,"['r0', 'r13', 'r972', 'r6768', 'r7068']",3,2021-05-11 00:00:00,3.0
LGB3,DSD1,92014,dim1,2021-05-12 23:59:59,2.74,not_defined,0,"['r0', 'r13', 'r972', 'r7068']",4,2021-05-11 05:00:00,4.0
LGB3,DSD1,92014,dim1,2021-05-12 23:59:59,2.74,not_defined,0,"['r13', 'r972', 'r7068']",8,2021-05-11 12:00:00,8.0
LGB3,DSD1,92024,dim1,2021-05-12 23:59:59,2.67,not_defined,0,"['r0', 'r13', 'r973', 'r6769', 'r7069']",2,2021-05-11 00:00:00,2.0
LGB3,DSD1,92024,dim1,2021-05-12 23:59:59,2.67,not_defined,0,"['r0', 'r13', 'r973', 'r7069']",2,2021-05-11 05:00:00,2.0
LGB3,DSD1,92024,dim1,2021-05-12 23:59:59,2.67,not_defined,0,"['r13', 'r973', 'r7069']",4,2021-05-11 12:00:00,4.0
LGB3,DSD1,92025,dim1,2021-05-12 23:59:59,2.68,not_defined,0,"['r0', 'r13', 'r974', 'r6770', 'r7070']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92025,dim1,2021-05-12 23:59:59,2.68,not_defined,0,"['r0', 'r13', 'r974', 'r7070']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92025,dim1,2021-05-12 23:59:59,2.68,not_defined,0,"['r13', 'r974', 'r7070']",2,2021-05-11 12:00:00,2.0
LGB3,DSD1,92026,dim1,2021-05-12 23:59:59,2.62,not_defined,0,"['r0', 'r13', 'r975', 'r6771', 'r7071']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92026,dim1,2021-05-12 23:59:59,2.62,not_defined,0,"['r0', 'r13', 'r975', 'r7071']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92026,dim1,2021-05-12 23:59:59,2.62,not_defined,0,"['r13', 'r975', 'r7071']",2,2021-05-11 12:00:00,2.0
LGB3,DSD1,92027,dim1,2021-05-12 23:59:59,2.66,not_defined,0,"['r0', 'r13', 'r976', 'r6772', 'r7072']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92027,dim1,2021-05-12 23:59:59,2.66,not_defined,0,"['r0', 'r13', 'r976', 'r7072']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92027,dim1,2021-05-12 23:59:59,2.66,not_defined,0,"['r13', 'r976', 'r7072']",2,2021-05-11 12:00:00,2.0
LGB3,DSD2,92028,dim1,2021-05-12 23:59:59,2.47,not_defined,0,"['r1002', 'r7602', 'r7722']",1,2021-05-11 00:00:00,1.0
LGB3,DSD2,92028,dim1,2021-05-12 23:59:59,2.47,not_defined,0,"['r1002', 'r7722']",4,2021-05-11 05:00:00,4.0
LGB3,DSD1,92029,dim1,2021-05-12 23:59:59,2.68,not_defined,0,"['r0', 'r13', 'r977', 'r6773', 'r7073']",0,2021-05-11 00:00:00,0.0
LGB3,DSD1,92029,dim1,2021-05-12 23:59:59,2.68,not_defined,0,"['r0', 'r13', 'r977', 'r7073']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92029,dim1,2021-05-12 23:59:59,2.68,not_defined,0,"['r13', 'r977', 'r7073']",1,2021-05-11 12:00:00,1.0
LGB3,DSD1,92037,dim1,2021-05-12 23:59:59,2.82,not_defined,0,"['r0', 'r13', 'r978', 'r6774', 'r7074']",8,2021-05-11 00:00:00,8.0
LGB3,DSD1,92037,dim1,2021-05-12 23:59:59,2.82,not_defined,0,"['r0', 'r13', 'r978', 'r7074']",11,2021-05-11 05:00:00,11.0
LGB3,DSD1,92037,dim1,2021-05-12 23:59:59,2.82,not_defined,0,"['r13', 'r978', 'r7074']",18,2021-05-11 12:00:00,18.0
LGB3,DSD2,92054,dim1,2021-05-12 23:59:59,2.56,not_defined,0,"['r1003', 'r7603', 'r7723']",3,2021-05-11 00:00:00,3.0
LGB3,DSD2,92054,dim1,2021-05-12 23:59:59,2.56,not_defined,0,"['r1003', 'r7723']",12,2021-05-11 05:00:00,12.0
LGB3,DSD2,92056,dim1,2021-05-12 23:59:59,2.58,not_defined,0,"['r1004', 'r7604', 'r7724']",4,2021-05-11 00:00:00,4.0
LGB3,DSD2,92056,dim1,2021-05-12 23:59:59,2.58,not_defined,0,"['r1004', 'r7724']",15,2021-05-11 05:00:00,15.0
LGB3,DSD2,92057,dim1,2021-05-12 23:59:59,2.54,not_defined,0,"['r1005', 'r7605', 'r7725']",1,2021-05-11 00:00:00,1.0
LGB3,DSD2,92057,dim1,2021-05-12 23:59:59,2.54,not_defined,0,"['r1005', 'r7725']",5,2021-05-11 05:00:00,5.0
LGB3,DSD2,92058,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r1006', 'r7606', 'r7726']",2,2021-05-11 00:00:00,2.0
LGB3,DSD2,92058,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r1006', 'r7726']",10,2021-05-11 05:00:00,10.0
LGB3,DSD1,92067,dim1,2021-05-12 23:59:59,2.71,not_defined,0,"['r0', 'r13', 'r979', 'r6775', 'r7075']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92067,dim1,2021-05-12 23:59:59,2.71,not_defined,0,"['r0', 'r13', 'r979', 'r7075']",2,2021-05-11 05:00:00,2.0
LGB3,DSD1,92067,dim1,2021-05-12 23:59:59,2.71,not_defined,0,"['r13', 'r979', 'r7075']",3,2021-05-11 12:00:00,3.0
LGB3,DSD2,92069,dim1,2021-05-12 23:59:59,2.63,not_defined,0,"['r1007', 'r7607', 'r7727']",1,2021-05-11 00:00:00,1.0
LGB3,DSD2,92069,dim1,2021-05-12 23:59:59,2.63,not_defined,0,"['r1007', 'r7727']",3,2021-05-11 05:00:00,3.0
LGB3,DSD1,92075,dim1,2021-05-12 23:59:59,2.71,not_defined,0,"['r0', 'r13', 'r980', 'r6776', 'r7076']",2,2021-05-11 00:00:00,2.0
LGB3,DSD1,92075,dim1,2021-05-12 23:59:59,2.71,not_defined,0,"['r0', 'r13', 'r980', 'r7076']",3,2021-05-11 05:00:00,3.0
LGB3,DSD1,92075,dim1,2021-05-12 23:59:59,2.71,not_defined,0,"['r13', 'r980', 'r7076']",6,2021-05-11 12:00:00,6.0
LGB3,DSD1,92078,dim1,2021-05-12 23:59:59,2.65,not_defined,0,"['r0', 'r13', 'r981', 'r6777', 'r7077']",2,2021-05-11 00:00:00,2.0
LGB3,DSD1,92078,dim1,2021-05-12 23:59:59,2.65,not_defined,0,"['r0', 'r13', 'r981', 'r7077']",2,2021-05-11 05:00:00,2.0
LGB3,DSD1,92078,dim1,2021-05-12 23:59:59,2.65,not_defined,0,"['r13', 'r981', 'r7077']",4,2021-05-11 12:00:00,4.0
LGB3,DSD2,92081,dim1,2021-05-12 23:59:59,2.61,not_defined,0,"['r1008', 'r7608', 'r7728']",1,2021-05-11 00:00:00,1.0
LGB3,DSD2,92081,dim1,2021-05-12 23:59:59,2.61,not_defined,0,"['r1008', 'r7728']",3,2021-05-11 05:00:00,3.0
LGB3,DSD2,92083,dim1,2021-05-12 23:59:59,2.59,not_defined,0,"['r1009', 'r7609', 'r7729']",1,2021-05-11 00:00:00,1.0
LGB3,DSD2,92083,dim1,2021-05-12 23:59:59,2.59,not_defined,0,"['r1009', 'r7729']",2,2021-05-11 05:00:00,2.0
LGB3,DSD2,92084,dim1,2021-05-12 23:59:59,2.58,not_defined,0,"['r1010', 'r7610', 'r7730']",1,2021-05-11 00:00:00,1.0
LGB3,DSD2,92084,dim1,2021-05-12 23:59:59,2.58,not_defined,0,"['r1010', 'r7730']",4,2021-05-11 05:00:00,4.0
LGB3,DSD1,92091,dim1,2021-05-12 23:59:59,2.72,not_defined,0,"['r0', 'r13', 'r982', 'r6778', 'r7078']",0,2021-05-11 00:00:00,0.0
LGB3,DSD1,92091,dim1,2021-05-12 23:59:59,2.72,not_defined,0,"['r0', 'r13', 'r982', 'r7078']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92091,dim1,2021-05-12 23:59:59,2.72,not_defined,0,"['r13', 'r982', 'r7078']",1,2021-05-11 12:00:00,1.0
LGB3,DSD1,92092,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r983', 'r6779', 'r7079']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92092,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r983', 'r7079']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92092,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r13', 'r983', 'r7079']",2,2021-05-11 12:00:00,2.0
LGB3,DSD1,92093,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r984', 'r6780', 'r7080']",0,2021-05-11 00:00:00,0.0
LGB3,DSD1,92093,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r984', 'r7080']",0,2021-05-11 05:00:00,0.0
LGB3,DSD1,92093,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r13', 'r984', 'r7080']",0,2021-05-11 12:00:00,0.0
LGB3,DSD1,92108,dim1,2021-05-12 23:59:59,2.88,not_defined,0,"['r0', 'r13', 'r985', 'r6781', 'r7081']",4,2021-05-11 00:00:00,4.0
LGB3,DSD1,92108,dim1,2021-05-12 23:59:59,2.88,not_defined,0,"['r0', 'r13', 'r985', 'r7081']",6,2021-05-11 05:00:00,6.0
LGB3,DSD1,92108,dim1,2021-05-12 23:59:59,2.88,not_defined,0,"['r13', 'r985', 'r7081']",10,2021-05-11 12:00:00,10.0
LGB3,DSD1,92111,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r0', 'r13', 'r986', 'r6782', 'r7082']",6,2021-05-11 00:00:00,6.0
LGB3,DSD1,92111,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r0', 'r13', 'r986', 'r7082']",8,2021-05-11 05:00:00,8.0
LGB3,DSD1,92111,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r13', 'r986', 'r7082']",14,2021-05-11 12:00:00,14.0
LGB3,DSD1,92117,dim1,2021-05-12 23:59:59,2.84,not_defined,0,"['r0', 'r13', 'r987', 'r6783', 'r7083']",8,2021-05-11 00:00:00,8.0
LGB3,DSD1,92117,dim1,2021-05-12 23:59:59,2.84,not_defined,0,"['r0', 'r13', 'r987', 'r7083']",11,2021-05-11 05:00:00,11.0
LGB3,DSD1,92117,dim1,2021-05-12 23:59:59,2.84,not_defined,0,"['r13', 'r987', 'r7083']",20,2021-05-11 12:00:00,20.0
LGB3,DSD1,92120,dim1,2021-05-12 23:59:59,2.88,not_defined,0,"['r0', 'r13', 'r988', 'r6784', 'r7084']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92120,dim1,2021-05-12 23:59:59,2.88,not_defined,0,"['r0', 'r13', 'r988', 'r7084']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92120,dim1,2021-05-12 23:59:59,2.88,not_defined,0,"['r13', 'r988', 'r7084']",2,2021-05-11 12:00:00,2.0
LGB3,DSD1,92121,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r989', 'r6785', 'r7085']",2,2021-05-11 00:00:00,2.0
LGB3,DSD1,92121,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r989', 'r7085']",3,2021-05-11 05:00:00,3.0
LGB3,DSD1,92121,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r13', 'r989', 'r7085']",6,2021-05-11 12:00:00,6.0
LGB3,DSD1,92122,dim1,2021-05-12 23:59:59,2.81,not_defined,0,"['r0', 'r13', 'r990', 'r6786', 'r7086']",8,2021-05-11 00:00:00,8.0
LGB3,DSD1,92122,dim1,2021-05-12 23:59:59,2.81,not_defined,0,"['r0', 'r13', 'r990', 'r7086']",11,2021-05-11 05:00:00,11.0
LGB3,DSD1,92122,dim1,2021-05-12 23:59:59,2.81,not_defined,0,"['r13', 'r990', 'r7086']",19,2021-05-11 12:00:00,19.0
LGB3,DSD1,92123,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r0', 'r13', 'r991', 'r6787', 'r7087']",4,2021-05-11 00:00:00,4.0
LGB3,DSD1,92123,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r0', 'r13', 'r991', 'r7087']",6,2021-05-11 05:00:00,6.0
LGB3,DSD1,92123,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r13', 'r991', 'r7087']",10,2021-05-11 12:00:00,10.0
LGB3,DSD1,92124,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r0', 'r13', 'r992', 'r6788', 'r7088']",5,2021-05-11 00:00:00,5.0
LGB3,DSD1,92124,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r0', 'r13', 'r992', 'r7088']",6,2021-05-11 05:00:00,6.0
LGB3,DSD1,92124,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r13', 'r992', 'r7088']",11,2021-05-11 12:00:00,11.0
LGB3,DSD1,92126,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r993', 'r6789', 'r7089']",10,2021-05-11 00:00:00,10.0
LGB3,DSD1,92126,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r993', 'r7089']",14,2021-05-11 05:00:00,14.0
LGB3,DSD1,92126,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r13', 'r993', 'r7089']",24,2021-05-11 12:00:00,24.0
LGB3,DSD1,92127,dim1,2021-05-12 23:59:59,2.72,not_defined,0,"['r0', 'r13', 'r994', 'r6790', 'r7090']",7,2021-05-11 00:00:00,7.0
LGB3,DSD1,92127,dim1,2021-05-12 23:59:59,2.72,not_defined,0,"['r0', 'r13', 'r994', 'r7090']",9,2021-05-11 05:00:00,9.0
LGB3,DSD1,92127,dim1,2021-05-12 23:59:59,2.72,not_defined,0,"['r13', 'r994', 'r7090']",16,2021-05-11 12:00:00,16.0
LGB3,DSD1,92128,dim1,2021-05-12 23:59:59,2.75,not_defined,0,"['r0', 'r13', 'r995', 'r6791', 'r7091']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92128,dim1,2021-05-12 23:59:59,2.75,not_defined,0,"['r0', 'r13', 'r995', 'r7091']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92128,dim1,2021-05-12 23:59:59,2.75,not_defined,0,"['r13', 'r995', 'r7091']",2,2021-05-11 12:00:00,2.0
LGB3,DSD1,92129,dim1,2021-05-12 23:59:59,2.76,not_defined,0,"['r0', 'r13', 'r996', 'r6792', 'r7092']",8,2021-05-11 00:00:00,8.0
LGB3,DSD1,92129,dim1,2021-05-12 23:59:59,2.76,not_defined,0,"['r0', 'r13', 'r996', 'r7092']",12,2021-05-11 05:00:00,12.0
LGB3,DSD1,92129,dim1,2021-05-12 23:59:59,2.76,not_defined,0,"['r13', 'r996', 'r7092']",20,2021-05-11 12:00:00,20.0
LGB3,DSD1,92130,dim1,2021-05-12 23:59:59,2.75,not_defined,0,"['r0', 'r13', 'r997', 'r6793', 'r7093']",12,2021-05-11 00:00:00,12.0
LGB3,DSD1,92130,dim1,2021-05-12 23:59:59,2.75,not_defined,0,"['r0', 'r13', 'r997', 'r7093']",16,2021-05-11 05:00:00,16.0
LGB3,DSD1,92130,dim1,2021-05-12 23:59:59,2.75,not_defined,0,"['r13', 'r997', 'r7093']",28,2021-05-11 12:00:00,28.0
LGB3,DSD1,92131,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r998', 'r6794', 'r7094']",1,2021-05-11 00:00:00,1.0
LGB3,DSD1,92131,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r0', 'r13', 'r998', 'r7094']",1,2021-05-11 05:00:00,1.0
LGB3,DSD1,92131,dim1,2021-05-12 23:59:59,2.79,not_defined,0,"['r13', 'r998', 'r7094']",2,2021-05-11 12:00:00,2.0
LGB3,DLA5,92223,dim1,2021-05-12 23:59:59,2.33,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r843', 'r2698', 'r2948']",9,2021-05-11 00:00:00,9.0
LGB3,DLA5,92223,dim1,2021-05-12 23:59:59,2.33,not_defined,0,"['r3', 'r16', 'r69', 'r843', 'r2948']",12,2021-05-11 05:00:00,12.0
LGB3,DLA5,92223,dim1,2021-05-12 23:59:59,2.33,not_defined,0,"['r16', 'r69', 'r843', 'r2948']",21,2021-05-11 12:00:00,21.0
LGB3,DLA5,92313,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r844', 'r2699', 'r2949']",1,2021-05-11 00:00:00,1.0
LGB3,DLA5,92313,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r3', 'r16', 'r69', 'r844', 'r2949']",2,2021-05-11 05:00:00,2.0
LGB3,DLA5,92313,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r16', 'r69', 'r844', 'r2949']",4,2021-05-11 12:00:00,4.0
LGB3,DLA5,92320,dim1,2021-05-12 23:59:59,2.29,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r845', 'r2700', 'r2950']",1,2021-05-11 00:00:00,1.0
LGB3,DLA5,92320,dim1,2021-05-12 23:59:59,2.29,not_defined,0,"['r3', 'r16', 'r69', 'r845', 'r2950']",1,2021-05-11 05:00:00,1.0
LGB3,DLA5,92320,dim1,2021-05-12 23:59:59,2.29,not_defined,0,"['r16', 'r69', 'r845', 'r2950']",2,2021-05-11 12:00:00,2.0
LGB3,DLA5,92324,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r846', 'r2701', 'r2951']",4,2021-05-11 00:00:00,4.0
LGB3,DLA5,92324,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r3', 'r16', 'r69', 'r846', 'r2951']",6,2021-05-11 05:00:00,6.0
LGB3,DLA5,92324,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r16', 'r69', 'r846', 'r2951']",10,2021-05-11 12:00:00,10.0
LGB3,DLA5,92346,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r847', 'r2702', 'r2952']",5,2021-05-11 00:00:00,5.0
LGB3,DLA5,92346,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r3', 'r16', 'r69', 'r847', 'r2952']",6,2021-05-11 05:00:00,6.0
LGB3,DLA5,92346,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r16', 'r69', 'r847', 'r2952']",11,2021-05-11 12:00:00,11.0
LGB3,DLA5,92354,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r848', 'r2703', 'r2953']",2,2021-05-11 00:00:00,2.0
LGB3,DLA5,92354,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r3', 'r16', 'r69', 'r848', 'r2953']",4,2021-05-11 05:00:00,4.0
LGB3,DLA5,92354,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r16', 'r69', 'r848', 'r2953']",6,2021-05-11 12:00:00,6.0
LGB3,DLA5,92359,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r849', 'r2704', 'r2954']",1,2021-05-11 00:00:00,1.0
LGB3,DLA5,92359,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r3', 'r16', 'r69', 'r849', 'r2954']",2,2021-05-11 05:00:00,2.0
LGB3,DLA5,92359,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r16', 'r69', 'r849', 'r2954']",3,2021-05-11 12:00:00,3.0
LGB3,DLA5,92373,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r850', 'r2705', 'r2955']",5,2021-05-11 00:00:00,5.0
LGB3,DLA5,92373,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r3', 'r16', 'r69', 'r850', 'r2955']",7,2021-05-11 05:00:00,7.0
LGB3,DLA5,92373,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r16', 'r69', 'r850', 'r2955']",12,2021-05-11 12:00:00,12.0
LGB3,DLA5,92374,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r851', 'r2706', 'r2956']",5,2021-05-11 00:00:00,5.0
LGB3,DLA5,92374,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r3', 'r16', 'r69', 'r851', 'r2956']",7,2021-05-11 05:00:00,7.0
LGB3,DLA5,92374,dim1,2021-05-12 23:59:59,2.22,not_defined,0,"['r16', 'r69', 'r851', 'r2956']",12,2021-05-11 12:00:00,12.0
LGB3,DLA5,92377,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r852', 'r2707', 'r2957']",7,2021-05-11 00:00:00,7.0
LGB3,DLA5,92377,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r3', 'r16', 'r69', 'r852', 'r2957']",9,2021-05-11 05:00:00,9.0
LGB3,DLA5,92377,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r16', 'r69', 'r852', 'r2957']",16,2021-05-11 12:00:00,16.0
LGB3,DLA5,92399,dim1,2021-05-12 23:59:59,2.29,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r853', 'r2708', 'r2958']",8,2021-05-11 00:00:00,8.0
LGB3,DLA5,92399,dim1,2021-05-12 23:59:59,2.29,not_defined,0,"['r3', 'r16', 'r69', 'r853', 'r2958']",10,2021-05-11 05:00:00,10.0
LGB3,DLA5,92399,dim1,2021-05-12 23:59:59,2.29,not_defined,0,"['r16', 'r69', 'r853', 'r2958']",18,2021-05-11 12:00:00,18.0
LGB3,DLA5,92404,dim1,2021-05-12 23:59:59,2.19,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r854', 'r2709', 'r2959']",5,2021-05-11 00:00:00,5.0
LGB3,DLA5,92404,dim1,2021-05-12 23:59:59,2.19,not_defined,0,"['r3', 'r16', 'r69', 'r854', 'r2959']",7,2021-05-11 05:00:00,7.0
LGB3,DLA5,92404,dim1,2021-05-12 23:59:59,2.19,not_defined,0,"['r16', 'r69', 'r854', 'r2959']",12,2021-05-11 12:00:00,12.0
LGB3,DLA5,92405,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r855', 'r2710', 'r2960']",2,2021-05-11 00:00:00,2.0
LGB3,DLA5,92405,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r3', 'r16', 'r69', 'r855', 'r2960']",2,2021-05-11 05:00:00,2.0
LGB3,DLA5,92405,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r16', 'r69', 'r855', 'r2960']",4,2021-05-11 12:00:00,4.0
LGB3,DLA5,92407,dim1,2021-05-12 23:59:59,2.18,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r856', 'r2711', 'r2961']",7,2021-05-11 00:00:00,7.0
LGB3,DLA5,92407,dim1,2021-05-12 23:59:59,2.18,not_defined,0,"['r3', 'r16', 'r69', 'r856', 'r2961']",10,2021-05-11 05:00:00,10.0
LGB3,DLA5,92407,dim1,2021-05-12 23:59:59,2.18,not_defined,0,"['r16', 'r69', 'r856', 'r2961']",16,2021-05-11 12:00:00,16.0
LGB3,DLA5,92408,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r857', 'r2712', 'r2962']",1,2021-05-11 00:00:00,1.0
LGB3,DLA5,92408,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r3', 'r16', 'r69', 'r857', 'r2962']",2,2021-05-11 05:00:00,2.0
LGB3,DLA5,92408,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r16', 'r69', 'r857', 'r2962']",3,2021-05-11 12:00:00,3.0
LGB3,DLA5,92410,dim1,2021-05-12 23:59:59,2.16,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r858', 'r2713', 'r2963']",2,2021-05-11 00:00:00,2.0
LGB3,DLA5,92410,dim1,2021-05-12 23:59:59,2.16,not_defined,0,"['r3', 'r16', 'r69', 'r858', 'r2963']",4,2021-05-11 05:00:00,4.0
LGB3,DLA5,92410,dim1,2021-05-12 23:59:59,2.16,not_defined,0,"['r16', 'r69', 'r858', 'r2963']",6,2021-05-11 12:00:00,6.0
LGB3,DLA5,92411,dim1,2021-05-12 23:59:59,2.16,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r859', 'r2714', 'r2964']",1,2021-05-11 00:00:00,1.0
LGB3,DLA5,92411,dim1,2021-05-12 23:59:59,2.16,not_defined,0,"['r3', 'r16', 'r69', 'r859', 'r2964']",2,2021-05-11 05:00:00,2.0
LGB3,DLA5,92411,dim1,2021-05-12 23:59:59,2.16,not_defined,0,"['r16', 'r69', 'r859', 'r2964']",3,2021-05-11 12:00:00,3.0
LGB3,DLA5,92507,dim1,2021-05-12 23:59:59,2.12,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r860', 'r2715', 'r2965']",5,2021-05-11 00:00:00,5.0
LGB3,DLA5,92507,dim1,2021-05-12 23:59:59,2.12,not_defined,0,"['r3', 'r16', 'r69', 'r860', 'r2965']",6,2021-05-11 05:00:00,6.0
LGB3,DLA5,92507,dim1,2021-05-12 23:59:59,2.12,not_defined,0,"['r16', 'r69', 'r860', 'r2965']",11,2021-05-11 12:00:00,11.0
LGB3,DLA5,92553,dim1,2021-05-12 23:59:59,2.18,not_defined,0,"['r3', 'r16', 'r39', 'r69', 'r861', 'r2716', 'r2966']",4,2021-05-11 00:00:00,4.0
LGB3,DLA5,92553,dim1,2021-05-12 23:59:59,2.18,not_defined,0,"['r3', 'r16', 'r69', 'r861', 'r2966']",6,2021-05-11 05:00:00,6.0
LGB3,DLA5,92553,dim1,2021-05-12 23:59:59,2.18,not_defined,0,"['r16', 'r69', 'r861', 'r2966']",10,2021-05-11 12:00:00,10.0
