type,resources,fc,ds,ead,first_cpt,base_cost,zipcode,sc,index
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.79,92117,,r2499
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.71,92120,,r2500
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.8,92121,,r2501
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.8,92122,,r2502
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.75,92123,,r2503
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.73,92124,,r2504
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.76,92126,,r2505
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.75,92127,,r2506
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.73,92128,,r2507
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.76,92129,,r2508
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.81,92130,,r2509
3p,[],TUS2,DSD1,2021-05-11 00:00:00,2021-05-12 23:59:59,5.73,92131,,r2510
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.89,92008,,r2511
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.87,92010,,r2512
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.87,92011,,r2513
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.85,92028,,r2514
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.92,92054,,r2515
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.87,92056,,r2516
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.88,92057,,r2517
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.6,92058,,r2518
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.8,92069,,r2519
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.83,92081,,r2520
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.85,92083,,r2521
3p,[],TUS2,DSD2,2021-05-11 00:00:00,2021-05-12 23:59:59,5.83,92084,,r2522
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.19,92223,LGB5,r2523
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.05,92313,LGB5,r2524
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.14,92320,LGB5,r2525
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.04,92324,LGB5,r2526
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.05,92346,LGB5,r2527
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.02,92354,LGB5,r2528
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.09,92359,LGB5,r2529
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.06,92373,LGB5,r2530
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.05,92374,LGB5,r2531
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.09,92377,LGB5,r2532
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.13,92399,LGB5,r2533
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.05,92404,LGB5,r2534
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.05,92405,LGB5,r2535
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.1,92407,LGB5,r2536
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.01,92408,LGB5,r2537
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.03,92410,LGB5,r2538
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.04,92411,LGB5,r2539
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.08,92507,LGB5,r2540
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.11,92553,LGB5,r2541
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.12,92555,LGB5,r2542
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.08,92557,LGB5,r2543
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.2,92567,LGB5,r2544
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.18,92571,LGB5,r2545
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.25,92582,LGB5,r2546
ddu,"['j29', 'j22', 'j21']",LGB7,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.27,92583,LGB5,r2547
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.57,92223,LAX5,r2548
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92313,LAX5,r2549
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.53,92320,LAX5,r2550
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92324,LAX5,r2551
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92346,LAX5,r2552
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.42,92354,LAX5,r2553
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.51,92359,LAX5,r2554
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92373,LAX5,r2555
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.47,92374,LAX5,r2556
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92377,LAX5,r2557
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.54,92399,LAX5,r2558
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92404,LAX5,r2559
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92405,LAX5,r2560
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92407,LAX5,r2561
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92408,LAX5,r2562
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.4,92410,LAX5,r2563
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92411,LAX5,r2564
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92507,LAX5,r2565
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92553,LAX5,r2566
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92555,LAX5,r2567
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92557,LAX5,r2568
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.49,92567,LAX5,r2569
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92571,LAX5,r2570
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.56,92582,LAX5,r2571
ddu,"['j42', 'j51', 'j52']",ONT2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.59,92583,LAX5,r2572
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.57,92223,LAX5,r2573
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92313,LAX5,r2574
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.53,92320,LAX5,r2575
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92324,LAX5,r2576
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92346,LAX5,r2577
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.42,92354,LAX5,r2578
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.51,92359,LAX5,r2579
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92373,LAX5,r2580
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.47,92374,LAX5,r2581
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92377,LAX5,r2582
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.54,92399,LAX5,r2583
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92404,LAX5,r2584
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92405,LAX5,r2585
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92407,LAX5,r2586
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92408,LAX5,r2587
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.4,92410,LAX5,r2588
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92411,LAX5,r2589
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92507,LAX5,r2590
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92553,LAX5,r2591
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92555,LAX5,r2592
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92557,LAX5,r2593
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.49,92567,LAX5,r2594
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92571,LAX5,r2595
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.56,92582,LAX5,r2596
ddu,"['j43', 'j51', 'j52']",ONT6,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.59,92583,LAX5,r2597
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.57,92223,LAX5,r2598
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92313,LAX5,r2599
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.53,92320,LAX5,r2600
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92324,LAX5,r2601
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92346,LAX5,r2602
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.42,92354,LAX5,r2603
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.51,92359,LAX5,r2604
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92373,LAX5,r2605
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.47,92374,LAX5,r2606
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92377,LAX5,r2607
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.54,92399,LAX5,r2608
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92404,LAX5,r2609
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92405,LAX5,r2610
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92407,LAX5,r2611
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92408,LAX5,r2612
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.4,92410,LAX5,r2613
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92411,LAX5,r2614
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92507,LAX5,r2615
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92553,LAX5,r2616
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92555,LAX5,r2617
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92557,LAX5,r2618
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.49,92567,LAX5,r2619
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92571,LAX5,r2620
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.56,92582,LAX5,r2621
ddu,"['j45', 'j51', 'j52']",PSP1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.59,92583,LAX5,r2622
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.57,92223,LAX5,r2623
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92313,LAX5,r2624
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.53,92320,LAX5,r2625
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92324,LAX5,r2626
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92346,LAX5,r2627
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.42,92354,LAX5,r2628
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.51,92359,LAX5,r2629
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92373,LAX5,r2630
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.47,92374,LAX5,r2631
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92377,LAX5,r2632
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.54,92399,LAX5,r2633
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92404,LAX5,r2634
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92405,LAX5,r2635
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92407,LAX5,r2636
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92408,LAX5,r2637
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.4,92410,LAX5,r2638
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92411,LAX5,r2639
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92507,LAX5,r2640
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92553,LAX5,r2641
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92555,LAX5,r2642
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92557,LAX5,r2643
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.49,92567,LAX5,r2644
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92571,LAX5,r2645
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.56,92582,LAX5,r2646
ddu,"['j46', 'j51', 'j52']",SMF1,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.59,92583,LAX5,r2647
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.57,92223,LAX5,r2648
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92313,LAX5,r2649
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.53,92320,LAX5,r2650
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92324,LAX5,r2651
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92346,LAX5,r2652
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.42,92354,LAX5,r2653
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.51,92359,LAX5,r2654
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92373,LAX5,r2655
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.47,92374,LAX5,r2656
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92377,LAX5,r2657
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.54,92399,LAX5,r2658
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92404,LAX5,r2659
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92405,LAX5,r2660
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92407,LAX5,r2661
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92408,LAX5,r2662
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.4,92410,LAX5,r2663
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92411,LAX5,r2664
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92507,LAX5,r2665
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92553,LAX5,r2666
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92555,LAX5,r2667
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92557,LAX5,r2668
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.49,92567,LAX5,r2669
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92571,LAX5,r2670
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.56,92582,LAX5,r2671
ddu,"['j41', 'j51', 'j52']",OAK4,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.59,92583,LAX5,r2672
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.57,92223,LAX5,r2673
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92313,LAX5,r2674
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.53,92320,LAX5,r2675
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.38,92324,LAX5,r2676
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92346,LAX5,r2677
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.42,92354,LAX5,r2678
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.51,92359,LAX5,r2679
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92373,LAX5,r2680
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.47,92374,LAX5,r2681
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92377,LAX5,r2682
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.54,92399,LAX5,r2683
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92404,LAX5,r2684
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92405,LAX5,r2685
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92407,LAX5,r2686
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92408,LAX5,r2687
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.4,92410,LAX5,r2688
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.39,92411,LAX5,r2689
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.36,92507,LAX5,r2690
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92553,LAX5,r2691
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.46,92555,LAX5,r2692
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.41,92557,LAX5,r2693
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.49,92567,LAX5,r2694
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.43,92571,LAX5,r2695
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.56,92582,LAX5,r2696
ddu,"['j47', 'j51', 'j52']",TUS2,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.59,92583,LAX5,r2697
ddu,"['j17', 'j22', 'j21']",LGB3,DLA5,2021-05-11 15:00:01,2021-05-11 05:00:00,2.19,92223,LGB5,r2698
